ID_QUERY,ID_DOCTO,TYPE
21096,15147,INDEXACAO_EXTRA
18311,15147,INDEXACAO_EXTRA
21794,15147,INDEXACAO_EXTRA
19711,15147,INDEXACAO_EXTRA
21830,15147,INDEXACAO_EXTRA
20542,15147,INDEXACAO_EXTRA
21249,15147,INDEXACAO_EXTRA
21251,15147,INDEXACAO_EXTRA
21099,15147,INDEXACAO_EXTRA
21838,15147,INDEXACAO_EXTRA
21885,15147,INDEXACAO_EXTRA
20546,15147,INDEXACAO_EXTRA
19607,15147,INDEXACAO_EXTRA
19749,15147,INDEXACAO_EXTRA
19700,15147,INDEXACAO_EXTRA
19747,15147,INDEXACAO_EXTRA
19729,15147,INDEXACAO_EXTRA
20521,15147,INDEXACAO_EXTRA
20915,15147,INDEXACAO_EXTRA
20882,15147,INDEXACAO_EXTRA
20884,15147,INDEXACAO_EXTRA
20984,15147,INDEXACAO_EXTRA
20988,15147,INDEXACAO_EXTRA
20522,15147,INDEXACAO_EXTRA
20887,15147,INDEXACAO_EXTRA
21813,15147,INDEXACAO_EXTRA
21849,15147,INDEXACAO_EXTRA
20520,15147,INDEXACAO_EXTRA
20571,15147,INDEXACAO_EXTRA
20581,15147,INDEXACAO_EXTRA
20909,15147,INDEXACAO_EXTRA
21171,15147,INDEXACAO_EXTRA
21088,15147,INDEXACAO_EXTRA
21100,15147,INDEXACAO_EXTRA
21118,15147,INDEXACAO_EXTRA
20883,15147,INDEXACAO_EXTRA
20914,15147,INDEXACAO_EXTRA
20980,15147,INDEXACAO_EXTRA
22192,15147,INDEXACAO_EXTRA
24235,15147,INDEXACAO_EXTRA
24163,15147,INDEXACAO_EXTRA
24207,15147,INDEXACAO_EXTRA
24279,15147,INDEXACAO_EXTRA
36253,15147,INDEXACAO_EXTRA
48995,15147,INDEXACAO_EXTRA
32459,15147,INDEXACAO_EXTRA
24256,15147,INDEXACAO_EXTRA
29550,15147,INDEXACAO_EXTRA
31085,15147,INDEXACAO_EXTRA
30035,15147,INDEXACAO_EXTRA
43879,15147,INDEXACAO_EXTRA
43507,15147,INDEXACAO_EXTRA
25983,15147,INDEXACAO_EXTRA
32036,15147,INDEXACAO_EXTRA
31608,15147,INDEXACAO_EXTRA
34208,15147,INDEXACAO_EXTRA
34236,15147,INDEXACAO_EXTRA
29669,15147,INDEXACAO_EXTRA
29861,15147,INDEXACAO_EXTRA
24171,15147,INDEXACAO_EXTRA
24190,15147,INDEXACAO_EXTRA
30279,15147,INDEXACAO_EXTRA
47183,15147,INDEXACAO_EXTRA
33021,15147,INDEXACAO_EXTRA
32460,15147,INDEXACAO_EXTRA
34298,15147,INDEXACAO_EXTRA
24225,15147,INDEXACAO_EXTRA
29356,15147,INDEXACAO_EXTRA
33810,15147,INDEXACAO_EXTRA
31253,15147,INDEXACAO_EXTRA
85914,15147,INDEXACAO_EXTRA
14482,15147,INDEXACAO_EXTRA
34033,15147,INDEXACAO_EXTRA
33626,15147,INDEXACAO_EXTRA
33809,15147,INDEXACAO_EXTRA
86727,15147,INDEXACAO_EXTRA
31871,15147,INDEXACAO_EXTRA
31908,15147,INDEXACAO_EXTRA
29552,15147,INDEXACAO_EXTRA
32879,15147,INDEXACAO_EXTRA
32467,15147,INDEXACAO_EXTRA
33625,15147,INDEXACAO_EXTRA
31124,15147,INDEXACAO_EXTRA
34100,15147,INDEXACAO_EXTRA
28030,15147,INDEXACAO_EXTRA
27209,15147,INDEXACAO_EXTRA
33627,15147,INDEXACAO_EXTRA
39626,15147,INDEXACAO_EXTRA
33606,15147,INDEXACAO_EXTRA
34255,15147,INDEXACAO_EXTRA
84986,15147,INDEXACAO_EXTRA
40157,15147,INDEXACAO_EXTRA
33924,15147,INDEXACAO_EXTRA
40171,15147,INDEXACAO_EXTRA
40202,15147,INDEXACAO_EXTRA
24216,15147,INDEXACAO_EXTRA
34393,15147,INDEXACAO_EXTRA
35676,15147,INDEXACAO_EXTRA
36637,15147,INDEXACAO_EXTRA
32722,15147,INDEXACAO_EXTRA
31121,15147,INDEXACAO_EXTRA
24214,15147,INDEXACAO_EXTRA
32639,15147,INDEXACAO_EXTRA
37021,15147,INDEXACAO_EXTRA
32458,15147,INDEXACAO_EXTRA
28189,15147,INDEXACAO_EXTRA
23303,15147,INDEXACAO_EXTRA
24259,15147,INDEXACAO_EXTRA
147727,15147,INDEXACAO_EXTRA
132743,15147,INDEXACAO_EXTRA
140749,15147,INDEXACAO_EXTRA
70748,15147,INDEXACAO_EXTRA
100375,15147,INDEXACAO_EXTRA
21291,15147,INDEXACAO_EXTRA
150309,15147,INDEXACAO_EXTRA
148113,15147,INDEXACAO_EXTRA
72736,15147,INDEXACAO_EXTRA
78163,15147,INDEXACAO_EXTRA
124541,15147,INDEXACAO_EXTRA
135699,15147,INDEXACAO_EXTRA
20886,15147,INDEXACAO_EXTRA
50140,15147,INDEXACAO_EXTRA
51538,15147,INDEXACAO_EXTRA
16258,15147,INDEXACAO_EXTRA
20913,15147,INDEXACAO_EXTRA
114213,15147,INDEXACAO_EXTRA
32426,15147,INDEXACAO_EXTRA
52912,15147,INDEXACAO_EXTRA
81011,15147,INDEXACAO_EXTRA
139562,15147,INDEXACAO_EXTRA
71837,15147,INDEXACAO_EXTRA
16253,15147,INDEXACAO_EXTRA
71433,15147,INDEXACAO_EXTRA
138812,15147,INDEXACAO_EXTRA
141988,15147,INDEXACAO_EXTRA
95376,15147,INDEXACAO_EXTRA
69161,15147,INDEXACAO_EXTRA
51835,15147,INDEXACAO_EXTRA
61975,15147,INDEXACAO_EXTRA
93085,15147,INDEXACAO_EXTRA
145038,15147,INDEXACAO_EXTRA
47675,15147,INDEXACAO_EXTRA
66495,15147,INDEXACAO_EXTRA
112392,15147,INDEXACAO_EXTRA
123011,15147,INDEXACAO_EXTRA
122153,15147,INDEXACAO_EXTRA
129145,15147,INDEXACAO_EXTRA
124101,15147,INDEXACAO_EXTRA
117370,15147,INDEXACAO_EXTRA
149899,15147,INDEXACAO_EXTRA
109575,15147,INDEXACAO_EXTRA
87135,15147,INDEXACAO_EXTRA
133560,15147,INDEXACAO_EXTRA
71147,15147,INDEXACAO_EXTRA
71251,15147,INDEXACAO_EXTRA
21769,15147,INDEXACAO_EXTRA
59211,15147,INDEXACAO_EXTRA
61788,15147,INDEXACAO_EXTRA
145204,15147,INDEXACAO_EXTRA
85877,15147,INDEXACAO_EXTRA
117964,15147,INDEXACAO_EXTRA
114915,15147,INDEXACAO_EXTRA
103458,15147,INDEXACAO_EXTRA
213,15527,INDEXACAO_EXTRA
192,15527,INDEXACAO_EXTRA
128,15527,INDEXACAO_EXTRA
41,15527,INDEXACAO_EXTRA
3564,15527,INDEXACAO_EXTRA
13778,15527,INDEXACAO_EXTRA
1048,15527,INDEXACAO_EXTRA
125539,15527,INDEXACAO_EXTRA
127217,15527,INDEXACAO_EXTRA
6755,15527,INDEXACAO_EXTRA
15326,15527,INDEXACAO_EXTRA
15324,15527,INDEXACAO_EXTRA
9849,15527,INDEXACAO_EXTRA
15303,15527,INDEXACAO_EXTRA
15299,15527,INDEXACAO_EXTRA
15301,15527,INDEXACAO_EXTRA
14836,15527,SUBTEMA
15827,15527,INDEXACAO_EXTRA
29545,15527,INDEXACAO_EXTRA
32057,15527,SUBTEMA
38959,15527,INDEXACAO_EXTRA
32056,15527,SUBTEMA
30883,15527,INDEXACAO_EXTRA
34077,15527,INDEXACAO_EXTRA
32060,15527,SUBTEMA
32408,15527,INDEXACAO_EXTRA
32328,15527,INDEXACAO_EXTRA
29593,15527,SUBTEMA
29839,15527,INDEXACAO_EXTRA
29572,15527,SUBTEMA
29837,15527,INDEXACAO_EXTRA
29838,15527,SUBTEMA
32058,15527,SUBTEMA
29906,15527,INDEXACAO_EXTRA
29931,15527,INDEXACAO_EXTRA
29905,15527,INDEXACAO_EXTRA
4974,15527,INDEXACAO_EXTRA
29826,15527,INDEXACAO_EXTRA
364,15527,INDEXACAO_EXTRA
29592,15527,INDEXACAO_EXTRA
32059,15527,INDEXACAO_EXTRA
38912,15527,SUBTEMA
33707,15527,INDEXACAO_EXTRA
33706,15527,INDEXACAO_EXTRA
30077,15527,INDEXACAO_EXTRA
30082,15527,INDEXACAO_EXTRA
30118,15527,INDEXACAO_EXTRA
30381,15527,INDEXACAO_EXTRA
32037,15527,SUBTEMA
29553,15527,SUBTEMA
29613,15527,INDEXACAO_EXTRA
29619,15527,INDEXACAO_EXTRA
29863,15527,SUBTEMA
29929,15527,INDEXACAO_EXTRA
29588,15527,INDEXACAO_EXTRA
29930,15527,INDEXACAO_EXTRA
30911,15527,INDEXACAO_EXTRA
29589,15527,INDEXACAO_EXTRA
29521,15527,INDEXACAO_EXTRA
29862,15527,INDEXACAO_EXTRA
30928,15527,INDEXACAO_EXTRA
29590,15527,INDEXACAO_EXTRA
29631,15527,INDEXACAO_EXTRA
29858,15527,INDEXACAO_EXTRA
29909,15527,INDEXACAO_EXTRA
38937,15527,INDEXACAO_EXTRA
66917,15527,INDEXACAO_EXTRA
139364,15527,SUBTEMA
143412,15527,INDEXACAO_EXTRA
149984,15527,INDEXACAO_EXTRA
99745,15527,SUBTEMA
25971,15527,INDEXACAO_EXTRA
98418,15527,INDEXACAO_EXTRA
53211,15527,INDEXACAO_EXTRA
79384,15527,SUBTEMA
138904,15527,SUBTEMA
74784,15527,INDEXACAO_EXTRA
106084,15527,INDEXACAO_EXTRA
122096,15527,INDEXACAO_EXTRA
139299,15527,INDEXACAO_EXTRA
88013,15527,INDEXACAO_EXTRA
45605,15527,INDEXACAO_EXTRA
122957,15527,SUBTEMA
114884,15527,INDEXACAO_EXTRA
68449,15527,INDEXACAO_EXTRA
102,1215,INDEXACAO_EXTRA
97,1215,INDEXACAO_EXTRA
95,1215,TEMA
94,1215,INDEXACAO_EXTRA
84,1215,INDEXACAO_EXTRA
77,1215,SUBTEMA
56,1215,INDEXACAO_EXTRA
32,1215,INDEXACAO_EXTRA
12,1215,INDEXACAO_EXTRA
11,1215,INDEXACAO_EXTRA
10,1215,INDEXACAO_EXTRA
9,1215,INDEXACAO_EXTRA
15042,1215,TEMA
15035,1215,TEMA
15004,1215,TEMA
15428,1215,TEMA
14550,1215,TEMA
14979,1215,TEMA
15033,1215,TEMA
13220,1215,TEMA
15062,1215,TEMA
2128,1215,TEMA
14977,1215,TEMA
15095,1215,INDEXACAO_EXTRA
108773,1215,TEMA
15105,1215,INDEXACAO_EXTRA
1349,1215,INDEXACAO_EXTRA
25644,1215,INDEXACAO_EXTRA
25492,1215,INDEXACAO_EXTRA
14983,1215,TEMA
15742,1215,SUBTEMA
6714,1215,INDEXACAO_EXTRA
15082,1215,INDEXACAO_EXTRA
15086,1215,INDEXACAO_EXTRA
7461,1215,SUBTEMA
35338,1215,INDEXACAO_EXTRA
15115,1215,TEMA
14980,1215,TEMA
7216,1215,INDEXACAO_EXTRA
126874,1215,SUBTEMA
7310,1215,INDEXACAO_EXTRA
15174,1215,TEMA
15175,1215,INDEXACAO_EXTRA
15176,1215,INDEXACAO_EXTRA
9986,1215,TEMA
4857,1215,INDEXACAO_EXTRA
9651,1215,TEMA
15046,1215,INDEXACAO_EXTRA
15116,1215,TEMA
14978,1215,TEMA
15395,1215,TEMA
15407,1215,TEMA
14534,1215,INDEXACAO_EXTRA
14738,1215,TEMA
14981,1215,TEMA
14924,1215,INDEXACAO_EXTRA
16127,1215,TEMA
16131,1215,INDEXACAO_EXTRA
16118,1215,INDEXACAO_EXTRA
14985,1215,TEMA
15001,1215,TEMA
15101,1215,TEMA
15102,1215,TEMA
14407,1215,INDEXACAO_EXTRA
13616,1215,SUBTEMA
14824,1215,TEMA
40463,1215,INDEXACAO_EXTRA
9362,1215,TEMA
16088,1215,INDEXACAO_EXTRA
16120,1215,INDEXACAO_EXTRA
16150,1215,INDEXACAO_EXTRA
16151,1215,INDEXACAO_EXTRA
15025,1215,TEMA
15022,1215,TEMA
15026,1215,TEMA
15411,1215,INDEXACAO_EXTRA
15422,1215,TEMA
15431,1215,INDEXACAO_EXTRA
15439,1215,TEMA
14987,1215,INDEXACAO_EXTRA
15104,1215,TEMA
51614,1215,TEMA
15840,1215,TEMA
15841,1215,TEMA
16064,1215,TEMA
16108,1215,INDEXACAO_EXTRA
16122,1215,INDEXACAO_EXTRA
14854,1215,INDEXACAO_EXTRA
15771,1215,TEMA
25490,1215,INDEXACAO_EXTRA
16132,1215,INDEXACAO_EXTRA
39426,1215,INDEXACAO_EXTRA
36023,1215,INDEXACAO_EXTRA
25809,1215,INDEXACAO_EXTRA
15792,1215,TEMA
15736,1215,INDEXACAO_EXTRA
15816,1215,INDEXACAO_EXTRA
15839,1215,TEMA
16901,1215,INDEXACAO_EXTRA
66108,1215,TEMA
17015,1215,INDEXACAO_EXTRA
16903,1215,TEMA
16938,1215,TEMA
18926,1215,INDEXACAO_EXTRA
17272,1215,TEMA
17381,1215,INDEXACAO_EXTRA
16944,1215,TEMA
18932,1215,SUBTEMA
18408,1215,SUBTEMA
19309,1215,TEMA
18087,1215,TEMA
18428,1215,SUBTEMA
17004,1215,TEMA
80404,1215,INDEXACAO_EXTRA
81608,1215,TEMA
19437,1215,INDEXACAO_EXTRA
19358,1215,TEMA
21254,1215,TEMA
19673,1215,TEMA
19644,1215,TEMA
19674,1215,TEMA
19714,1215,TEMA
41623,1215,TEMA
19645,1215,TEMA
19676,1215,TEMA
19712,1215,TEMA
19713,1215,TEMA
19627,1215,TEMA
19656,1215,TEMA
19730,1215,TEMA
19657,1215,TEMA
19756,1215,TEMA
19230,1215,INDEXACAO_EXTRA
22911,1215,TEMA
22955,1215,TEMA
19337,1215,TEMA
23079,1215,TEMA
23108,1215,TEMA
26252,1215,INDEXACAO_EXTRA
26253,1215,INDEXACAO_EXTRA
22943,1215,TEMA
23072,1215,TEMA
23094,1215,INDEXACAO_EXTRA
25584,1215,INDEXACAO_EXTRA
23069,1215,TEMA
30369,1215,SUBTEMA
30086,1215,SUBTEMA
33833,1215,TEMA
46410,1215,TEMA
48269,1215,TEMA
35037,1215,INDEXACAO_EXTRA
30890,1215,SUBTEMA
30093,1215,SUBTEMA
35232,1215,INDEXACAO_EXTRA
35255,1215,INDEXACAO_EXTRA
34731,1215,INDEXACAO_EXTRA
43673,1215,TEMA
43864,1215,TEMA
35302,1215,INDEXACAO_EXTRA
48520,1215,TEMA
35340,1215,INDEXACAO_EXTRA
35342,1215,INDEXACAO_EXTRA
35327,1215,INDEXACAO_EXTRA
35331,1215,TEMA
35496,1215,TEMA
32568,1215,INDEXACAO_EXTRA
31207,1215,INDEXACAO_EXTRA
36060,1215,TEMA
27971,1215,SUBTEMA
28754,1215,TEMA
59192,1215,INDEXACAO_EXTRA
31025,1215,INDEXACAO_EXTRA
11656,1215,TEMA
30107,1215,SUBTEMA
35556,1215,INDEXACAO_EXTRA
31144,1215,INDEXACAO_EXTRA
32665,1215,TEMA
31201,1215,TEMA
31206,1215,TEMA
31218,1215,TEMA
31193,1215,INDEXACAO_EXTRA
31202,1215,TEMA
31211,1215,TEMA
31214,1215,TEMA
31221,1215,TEMA
42800,1215,TEMA
38402,1215,TEMA
37928,1215,TEMA
6946,1215,TEMA
14064,1215,TEMA
14043,1215,TEMA
17317,1215,TEMA
15775,1215,TEMA
39219,1215,INDEXACAO_EXTRA
44192,1215,SUBTEMA
29193,1215,INDEXACAO_EXTRA
32895,1215,INDEXACAO_EXTRA
32865,1215,SUBTEMA
32867,1215,SUBTEMA
31237,1215,TEMA
31422,1215,SUBTEMA
32681,1215,TEMA
32683,1215,TEMA
31410,1215,INDEXACAO_EXTRA
31424,1215,SUBTEMA
34170,1215,TEMA
34190,1215,INDEXACAO_EXTRA
33187,1215,TEMA
28170,1215,TEMA
6692,1215,TEMA
15000,1215,TEMA
26251,1215,INDEXACAO_EXTRA
29330,1215,TEMA
34692,1215,INDEXACAO_EXTRA
34742,1215,INDEXACAO_EXTRA
31205,1215,TEMA
35254,1215,INDEXACAO_EXTRA
35341,1215,INDEXACAO_EXTRA
39521,1215,INDEXACAO_EXTRA
23127,1215,TEMA
42583,1215,TEMA
35436,1215,INDEXACAO_EXTRA
35450,1215,TEMA
25643,1215,INDEXACAO_EXTRA
25460,1215,INDEXACAO_EXTRA
31296,1215,INDEXACAO_EXTRA
31298,1215,INDEXACAO_EXTRA
32731,1215,INDEXACAO_EXTRA
39627,1215,INDEXACAO_EXTRA
23124,1215,TEMA
74907,1215,INDEXACAO_EXTRA
27991,1215,SUBTEMA
31426,1215,SUBTEMA
32682,1215,TEMA
33443,1215,SUBTEMA
22965,1215,TEMA
32874,1215,INDEXACAO_EXTRA
76977,1215,INDEXACAO_EXTRA
41698,1215,INDEXACAO_EXTRA
40320,1215,INDEXACAO_EXTRA
43684,1215,TEMA
43800,1215,TEMA
44317,1215,TEMA
32463,1215,TEMA
38932,1215,TEMA
38988,1215,TEMA
26211,1215,INDEXACAO_EXTRA
26800,1215,TEMA
33766,1215,TEMA
32684,1215,TEMA
38618,1215,INDEXACAO_EXTRA
27977,1215,INDEXACAO_EXTRA
38859,1215,INDEXACAO_EXTRA
33712,1215,INDEXACAO_EXTRA
33761,1215,TEMA
32897,1215,INDEXACAO_EXTRA
34673,1215,INDEXACAO_EXTRA
31005,1215,INDEXACAO_EXTRA
31037,1215,INDEXACAO_EXTRA
31046,1215,INDEXACAO_EXTRA
25819,1215,INDEXACAO_EXTRA
26234,1215,INDEXACAO_EXTRA
30370,1215,SUBTEMA
15129,1215,TEMA
31798,1215,INDEXACAO_EXTRA
21749,1215,TEMA
21497,1215,TEMA
14808,1215,TEMA
32382,1215,SUBTEMA
32385,1215,SUBTEMA
31044,1215,INDEXACAO_EXTRA
31049,1215,SUBTEMA
33901,1215,INDEXACAO_EXTRA
32882,1215,SUBTEMA
32881,1215,SUBTEMA
25381,1215,TEMA
25406,1215,TEMA
32440,1215,TEMA
32714,1215,TEMA
34958,1215,INDEXACAO_EXTRA
34960,1215,INDEXACAO_EXTRA
35065,1215,INDEXACAO_EXTRA
32376,1215,SUBTEMA
35007,1215,TEMA
35486,1215,TEMA
32461,1215,TEMA
32468,1215,TEMA
34695,1215,INDEXACAO_EXTRA
32667,1215,TEMA
35424,1215,TEMA
35428,1215,INDEXACAO_EXTRA
27855,1215,SUBTEMA
27868,1215,SUBTEMA
30371,1215,SUBTEMA
30918,1215,SUBTEMA
36655,1215,INDEXACAO_EXTRA
27175,1215,TEMA
31200,1215,TEMA
32439,1215,TEMA
32462,1215,TEMA
86163,1215,TEMA
29178,1215,INDEXACAO_EXTRA
31043,1215,INDEXACAO_EXTRA
37166,1215,INDEXACAO_EXTRA
35249,1215,INDEXACAO_EXTRA
28870,1215,TEMA
27854,1215,SUBTEMA
35423,1215,INDEXACAO_EXTRA
28851,1215,TEMA
26210,1215,INDEXACAO_EXTRA
26254,1215,INDEXACAO_EXTRA
32664,1215,TEMA
32717,1215,TEMA
5887,1215,TEMA
32663,1215,TEMA
18970,1215,TEMA
34672,1215,INDEXACAO_EXTRA
35354,1215,TEMA
35329,1215,INDEXACAO_EXTRA
38786,1215,SUBTEMA
51916,1215,TEMA
13781,1215,TEMA
14051,1215,TEMA
32732,1215,TEMA
56015,1215,INDEXACAO_EXTRA
44316,1215,TEMA
63891,1215,INDEXACAO_EXTRA
112555,1215,TEMA
71268,1215,INDEXACAO_EXTRA
98590,1215,INDEXACAO_EXTRA
25616,1215,INDEXACAO_EXTRA
31210,1215,INDEXACAO_EXTRA
70236,1215,TEMA
61737,1215,TEMA
39520,1215,INDEXACAO_EXTRA
62921,1215,INDEXACAO_EXTRA
84720,1215,INDEXACAO_EXTRA
87706,1215,TEMA
60764,1215,TEMA
82977,1215,TEMA
2467,1215,TEMA
68607,1215,INDEXACAO_EXTRA
51727,1215,TEMA
50017,1215,SUBTEMA
43686,1215,INDEXACAO_EXTRA
148596,1215,TEMA
115222,1215,TEMA
115624,1215,TEMA
84087,1215,TEMA
35433,1215,INDEXACAO_EXTRA
118447,1215,INDEXACAO_EXTRA
34790,1215,TEMA
51387,1215,SUBTEMA
56180,1215,TEMA
42764,1215,TEMA
101558,1215,INDEXACAO_EXTRA
58472,1215,TEMA
113840,1215,INDEXACAO_EXTRA
27420,1215,INDEXACAO_EXTRA
118076,1215,TEMA
58162,1215,TEMA
59686,1215,TEMA
58492,1215,INDEXACAO_EXTRA
81939,1215,INDEXACAO_EXTRA
127373,1215,INDEXACAO_EXTRA
127597,1215,TEMA
70711,1215,INDEXACAO_EXTRA
97271,1215,TEMA
123820,1215,TEMA
43380,1215,INDEXACAO_EXTRA
46490,1215,INDEXACAO_EXTRA
57080,1215,INDEXACAO_EXTRA
77465,1215,INDEXACAO_EXTRA
79688,1215,TEMA
77019,1215,TEMA
73887,1215,TEMA
73741,1215,INDEXACAO_EXTRA
48354,1215,TEMA
531,1215,TEMA
26047,1215,TEMA
40978,1215,TEMA
7666,1215,TEMA
15081,1215,INDEXACAO_EXTRA
15048,1215,INDEXACAO_EXTRA
99069,1215,SUBTEMA
60783,1215,TEMA
84374,1215,INDEXACAO_EXTRA
55061,1215,TEMA
55824,1215,TEMA
137219,1215,TEMA
51356,1215,INDEXACAO_EXTRA
58168,1215,TEMA
149371,1215,TEMA
142395,1215,INDEXACAO_EXTRA
15100,1215,TEMA
67491,1215,TEMA
39868,1215,TEMA
74500,1215,TEMA
138506,1215,INDEXACAO_EXTRA
143810,1215,TEMA
144002,1215,INDEXACAO_EXTRA
65207,1215,INDEXACAO_EXTRA
92851,1215,TEMA
71845,1215,INDEXACAO_EXTRA
66088,1215,TEMA
69879,1215,INDEXACAO_EXTRA
93997,1215,INDEXACAO_EXTRA
15823,1215,TEMA
65037,1215,TEMA
91791,1215,TEMA
13575,1215,INDEXACAO_EXTRA
110262,1215,INDEXACAO_EXTRA
57473,1215,INDEXACAO_EXTRA
32685,1215,TEMA
31204,1215,TEMA
55835,1215,TEMA
74438,1215,TEMA
120194,1215,INDEXACAO_EXTRA
109912,1215,TEMA
100248,1215,TEMA
40444,1215,INDEXACAO_EXTRA
145959,1215,TEMA
149479,1215,TEMA
62832,1215,INDEXACAO_EXTRA
74701,1215,TEMA
109521,1215,INDEXACAO_EXTRA
49287,1215,TEMA
52654,1215,INDEXACAO_EXTRA
20702,1215,INDEXACAO_EXTRA
7636,1215,INDEXACAO_EXTRA
712,1215,INDEXACAO_EXTRA
56646,1215,INDEXACAO_EXTRA
40728,1215,INDEXACAO_EXTRA
70960,1215,INDEXACAO_EXTRA
62387,1215,SUBTEMA
16313,1215,SUBTEMA
125825,1215,INDEXACAO_EXTRA
144943,1215,INDEXACAO_EXTRA
49611,1215,TEMA
91595,1215,INDEXACAO_EXTRA
92966,1215,TEMA
40411,1215,INDEXACAO_EXTRA
120403,1215,INDEXACAO_EXTRA
42582,1215,INDEXACAO_EXTRA
49905,1215,INDEXACAO_EXTRA
19646,1215,TEMA
19608,1215,TEMA
15117,1215,TEMA
34081,1215,TEMA
16128,1215,TEMA
28025,1215,TEMA
65519,1215,TEMA
15002,1215,TEMA
130165,1215,TEMA
41087,1215,TEMA
93208,1215,TEMA
28998,1215,INDEXACAO_EXTRA
70788,1215,INDEXACAO_EXTRA
86964,1215,INDEXACAO_EXTRA
89464,1215,TEMA
89359,1215,TEMA
7233,1215,INDEXACAO_EXTRA
6154,1215,TEMA
58734,1215,TEMA
85964,1215,INDEXACAO_EXTRA
120370,1215,TEMA
179,772,INDEXACAO_EXTRA
70,772,INDEXACAO_EXTRA
12032,772,INDEXACAO_EXTRA
14916,772,INDEXACAO_EXTRA
9194,772,INDEXACAO_EXTRA
16268,772,INDEXACAO_EXTRA
45748,772,SUBTEMA
16928,772,INDEXACAO_EXTRA
17957,772,SUBTEMA
17053,772,SUBTEMA
25333,772,SUBTEMA
31896,772,SUBTEMA
32953,772,INDEXACAO_EXTRA
34247,772,SUBTEMA
34207,772,SUBTEMA
34248,772,SUBTEMA
25431,772,SUBTEMA
32996,772,SUBTEMA
33980,772,SUBTEMA
25336,772,SUBTEMA
33524,772,SUBTEMA
34331,772,SUBTEMA
25346,772,SUBTEMA
13655,772,INDEXACAO_EXTRA
32958,772,SUBTEMA
40171,772,INDEXACAO_EXTRA
33920,772,SUBTEMA
20216,772,SUBTEMA
141602,772,SUBTEMA
132154,772,SUBTEMA
122153,772,INDEXACAO_EXTRA
82768,772,SUBTEMA
135241,772,INDEXACAO_EXTRA
131500,772,SUBTEMA
85442,772,INDEXACAO_EXTRA
245,14854,TEMA
1759,14854,INDEXACAO_EXTRA
9996,14854,TEMA
13601,14854,TEMA
7972,14854,INDEXACAO_EXTRA
125539,14854,TEMA
11625,14854,TEMA
6755,14854,TEMA
6966,14854,TEMA
15326,14854,TEMA
6965,14854,TEMA
13638,14854,TEMA
6774,14854,INDEXACAO_EXTRA
15324,14854,INDEXACAO_EXTRA
983,14854,INDEXACAO_EXTRA
13582,14854,TEMA
