QUERY_ID,RANK,DOC_ID,ENGINE
1,99,33062,STS+Reranker
1,100,20881,STS+Reranker
1,101,33038,STS+Reranker
1,102,20484,STS+Reranker
1,103,29394,STS+Reranker
1,104,22773,STS+Reranker
1,105,32571,STS+Reranker
1,106,5526,STS+Reranker
1,107,19736,STS+Reranker
1,108,17071,STS+Reranker
1,109,22832,STS+Reranker
1,110,17236,STS+Reranker
1,111,22168,STS+Reranker
1,112,18894,STS+Reranker
1,113,20956,STS+Reranker
1,114,33802,STS+Reranker
1,115,21103,STS+Reranker
1,116,34110,STS+Reranker
1,117,34208,STS+Reranker
1,118,21046,STS+Reranker
1,119,9751,STS+Reranker
1,120,36253,STS+Reranker
1,121,33786,STS+Reranker
1,122,31122,STS+Reranker
1,123,20890,STS+Reranker
1,124,16323,STS+Reranker
1,125,57659,STS+Reranker
1,126,22146,STS+Reranker
1,127,21839,STS+Reranker
1,128,118913,STS+Reranker
1,129,15885,STS+Reranker
1,130,129357,STS+Reranker
1,131,31651,STS+Reranker
1,132,11681,STS+Reranker
1,133,20522,STS+Reranker
1,134,14571,STS+Reranker
1,135,13605,STS+Reranker
1,136,14935,STS+Reranker
1,137,21858,STS+Reranker
1,138,31669,STS+Reranker
1,139,61788,STS+Reranker
1,140,61415,STS+Reranker
1,141,52040,STS+Reranker
1,142,21814,STS+Reranker
1,143,22794,STS+Reranker
1,144,31581,STS+Reranker
1,145,18942,STS+Reranker
1,146,18071,STS+Reranker
1,147,22208,STS+Reranker
1,148,33066,STS+Reranker
1,149,21226,STS+Reranker
1,150,20625,STS+Reranker
1,151,82601,STS+Reranker
1,152,96736,STS+Reranker
1,153,73177,STS+Reranker
1,154,33809,STS+Reranker
1,155,31363,STS+Reranker
1,156,40081,STS+Reranker
1,157,13172,STS+Reranker
1,158,32693,STS+Reranker
1,159,13683,STS+Reranker
1,160,34322,STS+Reranker
1,161,25634,STS+Reranker
1,162,95843,STS+Reranker
1,163,33055,STS+Reranker
1,164,22780,STS+Reranker
1,165,29371,STS+Reranker
1,166,21813,STS+Reranker
1,167,21898,STS+Reranker
1,168,17377,STS+Reranker
1,169,21885,STS+Reranker
1,170,112392,STS+Reranker
1,171,22823,STS+Reranker
1,172,21290,STS+Reranker
1,173,21939,STS+Reranker
1,174,29404,STS+Reranker
1,175,35553,STS+Reranker
1,176,20905,STS+Reranker
1,177,21076,STS+Reranker
1,178,28945,STS+Reranker
1,179,21031,STS+Reranker
1,180,31275,STS+Reranker
1,181,32923,STS+Reranker
1,182,21822,STS+Reranker
1,183,33308,STS+Reranker
1,184,34259,STS+Reranker
1,185,14241,STS+Reranker
1,186,23056,STS+Reranker
1,187,32951,STS+Reranker
1,188,29349,STS+Reranker
1,189,22190,STS+Reranker
1,190,32634,STS+Reranker
1,191,22149,STS+Reranker
1,192,31526,STS+Reranker
1,193,20509,STS+Reranker
1,194,22102,STS+Reranker
1,195,32965,STS+Reranker
1,196,33937,STS+Reranker
1,197,65189,STS+Reranker
1,198,22817,STS+Reranker
1,199,16891,STS+Reranker
1,200,16100,STS+Reranker
1,201,21051,STS+Reranker
1,202,34142,STS+Reranker
1,203,21901,STS+Reranker
1,204,32606,STS+Reranker
1,205,13628,STS+Reranker
1,206,9344,STS+Reranker
1,207,21121,STS+Reranker
1,208,18242,STS+Reranker
1,209,22151,STS+Reranker
1,210,22837,STS+Reranker
1,211,21922,STS+Reranker
1,212,32615,STS+Reranker
1,213,13563,STS+Reranker
1,214,43524,STS+Reranker
1,215,67014,STS+Reranker
1,216,31099,STS+Reranker
1,217,18194,STS+Reranker
1,218,14526,STS+Reranker
1,219,62306,STS+Reranker
1,220,31673,STS+Reranker
1,221,18197,STS+Reranker
1,222,20986,STS+Reranker
1,223,31626,STS+Reranker
1,224,34117,STS+Reranker
1,225,55607,STS+Reranker
1,226,21857,STS+Reranker
1,227,16229,STS+Reranker
1,228,31631,STS+Reranker
1,229,21891,STS+Reranker
1,230,22795,STS+Reranker
1,231,17021,STS+Reranker
1,232,34133,STS+Reranker
1,233,15748,STS+Reranker
1,234,31533,STS+Reranker
1,235,31727,STS+Reranker
1,236,31197,STS+Reranker
1,237,28946,STS+Reranker
1,238,39688,STS+Reranker
1,239,17048,STS+Reranker
1,240,51078,STS+Reranker
1,241,33884,STS+Reranker
1,242,32936,STS+Reranker
1,243,17993,STS+Reranker
1,244,18218,STS+Reranker
1,245,150309,STS+Reranker
1,246,33932,STS+Reranker
1,247,14527,STS+Reranker
1,248,20510,STS+Reranker
1,249,70421,STS+Reranker
1,250,32662,STS+Reranker
1,251,22167,STS+Reranker
1,252,48703,STS+Reranker
1,253,21292,STS+Reranker
1,254,11630,STS+Reranker
1,255,18351,STS+Reranker
1,256,17885,STS+Reranker
1,257,33177,STS+Reranker
1,258,16955,STS+Reranker
1,259,22131,STS+Reranker
1,260,18404,STS+Reranker
1,261,17227,STS+Reranker
1,262,52875,STS+Reranker
1,263,59438,STS+Reranker
1,264,34323,STS+Reranker
1,265,18363,STS+Reranker
1,266,22782,STS+Reranker
1,267,18400,STS+Reranker
1,268,17224,STS+Reranker
1,269,18364,STS+Reranker
1,270,33094,STS+Reranker
1,271,31665,STS+Reranker
1,272,18915,STS+Reranker
1,273,33953,STS+Reranker
1,274,32926,STS+Reranker
1,275,18293,STS+Reranker
1,276,19386,STS+Reranker
1,277,31505,STS+Reranker
1,278,22814,STS+Reranker
1,279,32964,STS+Reranker
1,280,64954,STS+Reranker
1,281,21845,STS+Reranker
1,282,22776,STS+Reranker
1,283,104797,STS+Reranker
1,284,29011,STS+Reranker
1,285,50597,STS+Reranker
1,286,32937,STS+Reranker
1,287,25231,STS+Reranker
1,288,22158,STS+Reranker
1,289,22152,STS+Reranker
1,290,30296,STS+Reranker
1,291,36008,STS+Reranker
1,292,22792,STS+Reranker
1,293,33073,STS+Reranker
1,294,34940,STS+Reranker
1,295,32591,STS+Reranker
1,296,22775,STS+Reranker
1,297,16862,STS+Reranker
1,298,32993,STS+Reranker
1,299,432,STS+Reranker
1,300,39450,STS+Reranker
2,1,19340,STS+Reranker
2,2,19636,STS+Reranker
2,3,17258,STS+Reranker
2,4,32865,STS+Reranker
2,5,19773,STS+Reranker
2,6,19743,STS+Reranker
2,7,18395,STS+Reranker
2,8,14052,STS+Reranker
2,9,34296,STS+Reranker
2,10,77243,STS+Reranker
2,11,58977,STS+Reranker
2,12,31231,STS+Reranker
2,13,35507,STS+Reranker
2,14,29990,STS+Reranker
2,15,31291,STS+Reranker
2,16,15015,STS+Reranker
2,17,28869,STS+Reranker
2,18,86164,STS+Reranker
2,19,61090,STS+Reranker
2,20,70027,STS+Reranker
2,21,32415,STS+Reranker
2,22,15087,STS+Reranker
2,23,31144,STS+Reranker
2,24,16094,STS+Reranker
2,25,32466,STS+Reranker
2,26,34278,STS+Reranker
2,27,15416,STS+Reranker
2,28,33711,STS+Reranker
2,29,115116,STS+Reranker
2,30,75455,STS+Reranker
2,31,29899,STS+Reranker
2,32,35472,STS+Reranker
2,33,32881,STS+Reranker
2,34,16294,STS+Reranker
2,35,5593,STS+Reranker
2,36,34804,STS+Reranker
2,37,15393,STS+Reranker
2,38,35078,STS+Reranker
2,39,19310,STS+Reranker
2,40,15813,STS+Reranker
2,41,34395,STS+Reranker
2,42,17335,STS+Reranker
2,43,132572,STS+Reranker
2,44,23972,STS+Reranker
2,45,34639,STS+Reranker
2,46,19686,STS+Reranker
2,47,57366,STS+Reranker
2,48,9527,STS+Reranker
2,49,15383,STS+Reranker
2,50,29938,STS+Reranker
2,51,32417,STS+Reranker
2,52,17856,STS+Reranker
2,53,42266,STS+Reranker
2,54,19736,STS+Reranker
2,55,19709,STS+Reranker
2,56,18397,STS+Reranker
2,57,132860,STS+Reranker
2,58,34939,STS+Reranker
2,59,6301,STS+Reranker
2,60,35826,STS+Reranker
2,61,19436,STS+Reranker
2,62,49862,STS+Reranker
2,63,49529,STS+Reranker
2,64,19664,STS+Reranker
2,65,35305,STS+Reranker
2,66,102835,STS+Reranker
2,67,28281,STS+Reranker
2,68,32464,STS+Reranker
2,69,22900,STS+Reranker
2,70,18072,STS+Reranker
2,71,29193,STS+Reranker
2,72,92532,STS+Reranker
2,73,51616,STS+Reranker
2,74,18082,STS+Reranker
2,75,15382,STS+Reranker
2,76,15003,STS+Reranker
2,77,14987,STS+Reranker
2,78,80404,STS+Reranker
2,79,62921,STS+Reranker
2,80,32477,STS+Reranker
2,81,15794,STS+Reranker
2,82,15399,STS+Reranker
2,83,36338,STS+Reranker
2,84,33792,STS+Reranker
2,85,18393,STS+Reranker
2,86,32882,STS+Reranker
2,87,18073,STS+Reranker
2,88,138506,STS+Reranker
2,89,51356,STS+Reranker
2,90,27781,STS+Reranker
2,91,18089,STS+Reranker
2,92,57067,STS+Reranker
2,93,140499,STS+Reranker
2,94,114304,STS+Reranker
2,95,35053,STS+Reranker
2,96,120425,STS+Reranker
2,97,15394,STS+Reranker
2,98,19662,STS+Reranker
2,99,51622,STS+Reranker
2,100,33186,STS+Reranker
2,101,13547,STS+Reranker
2,102,121079,STS+Reranker
2,103,67664,STS+Reranker
2,104,148632,STS+Reranker
2,105,92375,STS+Reranker
2,106,33712,STS+Reranker
2,107,33679,STS+Reranker
2,108,35306,STS+Reranker
2,109,25381,STS+Reranker
2,110,101909,STS+Reranker
2,111,18384,STS+Reranker
2,112,14882,STS+Reranker
2,113,58991,STS+Reranker
2,114,17544,STS+Reranker
2,115,15016,STS+Reranker
2,116,12237,STS+Reranker
2,117,19726,STS+Reranker
2,118,34743,STS+Reranker
2,119,32658,STS+Reranker
2,120,19641,STS+Reranker
2,121,35352,STS+Reranker
2,122,9651,STS+Reranker
2,123,19670,STS+Reranker
2,124,16117,STS+Reranker
2,125,149562,STS+Reranker
2,126,32867,STS+Reranker
2,127,32497,STS+Reranker
2,128,16116,STS+Reranker
2,129,32421,STS+Reranker
2,130,14998,STS+Reranker
2,131,231,STS+Reranker
2,132,32575,STS+Reranker
2,133,19688,STS+Reranker
2,134,68288,STS+Reranker
2,135,29275,STS+Reranker
2,136,68267,STS+Reranker
2,137,19451,STS+Reranker
2,138,33646,STS+Reranker
2,139,17818,STS+Reranker
2,140,22999,STS+Reranker
2,141,31293,STS+Reranker
2,142,21253,STS+Reranker
2,143,13116,STS+Reranker
2,144,32554,STS+Reranker
2,145,32574,STS+Reranker
2,146,17220,STS+Reranker
2,147,73890,STS+Reranker
2,148,35353,STS+Reranker
2,149,17813,STS+Reranker
2,150,22915,STS+Reranker
2,151,29651,STS+Reranker
2,152,91595,STS+Reranker
2,153,110262,STS+Reranker
2,154,15006,STS+Reranker
2,155,56015,STS+Reranker
2,156,18385,STS+Reranker
2,157,32465,STS+Reranker
2,158,23140,STS+Reranker
2,159,43510,STS+Reranker
2,160,69029,STS+Reranker
2,161,29654,STS+Reranker
2,162,119792,STS+Reranker
2,163,31125,STS+Reranker
2,164,31366,STS+Reranker
2,165,35637,STS+Reranker
2,166,22955,STS+Reranker
2,167,144003,STS+Reranker
2,168,32553,STS+Reranker
2,169,22174,STS+Reranker
2,170,31220,STS+Reranker
2,171,35475,STS+Reranker
2,172,23001,STS+Reranker
2,173,17131,STS+Reranker
2,174,32455,STS+Reranker
2,175,33735,STS+Reranker
2,176,14992,STS+Reranker
2,177,30997,STS+Reranker
2,178,19756,STS+Reranker
2,179,31286,STS+Reranker
2,180,35421,STS+Reranker
2,181,14550,STS+Reranker
2,182,34080,STS+Reranker
2,183,35489,STS+Reranker
2,184,37220,STS+Reranker
2,185,29924,STS+Reranker
2,186,54303,STS+Reranker
2,187,18383,STS+Reranker
2,188,77385,STS+Reranker
2,189,58425,STS+Reranker
2,190,137777,STS+Reranker
2,191,936,STS+Reranker
2,192,31224,STS+Reranker
2,193,19657,STS+Reranker
2,194,15075,STS+Reranker
2,195,18950,STS+Reranker
2,196,32577,STS+Reranker
2,197,32578,STS+Reranker
2,198,32555,STS+Reranker
2,199,70946,STS+Reranker
2,200,54098,STS+Reranker
2,201,29923,STS+Reranker
2,202,19771,STS+Reranker
2,203,31099,STS+Reranker
2,204,18109,STS+Reranker
2,205,43943,STS+Reranker
2,206,29939,STS+Reranker
2,207,32433,STS+Reranker
2,208,32425,STS+Reranker
2,209,35004,STS+Reranker
2,210,35005,STS+Reranker
2,211,35006,STS+Reranker
2,212,34913,STS+Reranker
2,213,27891,STS+Reranker
2,214,13634,STS+Reranker
2,215,31941,STS+Reranker
2,216,16114,STS+Reranker
2,217,18069,STS+Reranker
2,218,58132,STS+Reranker
2,219,44889,STS+Reranker
2,220,32573,STS+Reranker
2,221,65037,STS+Reranker
2,222,32422,STS+Reranker
2,223,35420,STS+Reranker
2,224,52185,STS+Reranker
2,225,90138,STS+Reranker
2,226,94352,STS+Reranker
2,227,14405,STS+Reranker
2,228,29553,STS+Reranker
2,229,105449,STS+Reranker
2,230,32650,STS+Reranker
2,231,15013,STS+Reranker
2,232,31926,STS+Reranker
2,233,22974,STS+Reranker
2,234,36746,STS+Reranker
2,235,29565,STS+Reranker
2,236,19750,STS+Reranker
2,237,31942,STS+Reranker
2,238,34942,STS+Reranker
2,239,36311,STS+Reranker
2,240,19631,STS+Reranker
2,241,12529,STS+Reranker
2,242,44404,STS+Reranker
2,243,44855,STS+Reranker
2,244,1377,STS+Reranker
2,245,25929,STS+Reranker
2,246,34904,STS+Reranker
2,247,15413,STS+Reranker
2,248,27000,STS+Reranker
2,249,27088,STS+Reranker
2,250,43025,STS+Reranker
2,251,111785,STS+Reranker
2,252,129479,STS+Reranker
2,253,32121,STS+Reranker
2,254,1939,STS+Reranker
2,255,123867,STS+Reranker
2,256,31362,STS+Reranker
2,257,88123,STS+Reranker
2,258,51996,STS+Reranker
2,259,72918,STS+Reranker
2,260,29672,STS+Reranker
2,261,6151,STS+Reranker
2,262,81800,STS+Reranker
2,263,29620,STS+Reranker
2,264,32414,STS+Reranker
2,265,1400,STS+Reranker
2,266,88254,STS+Reranker
2,267,39929,STS+Reranker
2,268,111807,STS+Reranker
2,269,32686,STS+Reranker
2,270,18404,STS+Reranker
2,271,34714,STS+Reranker
2,272,38634,STS+Reranker
2,273,14063,STS+Reranker
2,274,35404,STS+Reranker
2,275,29670,STS+Reranker
2,276,126287,STS+Reranker
2,277,33761,STS+Reranker
2,278,11652,STS+Reranker
2,279,18451,STS+Reranker
2,280,19334,STS+Reranker
2,281,24267,STS+Reranker
2,282,58842,STS+Reranker
2,283,45898,STS+Reranker
2,284,50705,STS+Reranker
2,285,51930,STS+Reranker
2,286,28082,STS+Reranker
2,287,14734,STS+Reranker
2,288,43969,STS+Reranker
2,289,15395,STS+Reranker
2,290,66710,STS+Reranker
2,291,16115,STS+Reranker
2,292,21240,STS+Reranker
2,293,100124,STS+Reranker
2,294,21884,STS+Reranker
2,295,70944,STS+Reranker
2,296,15406,STS+Reranker
2,297,28439,STS+Reranker
2,298,32316,STS+Reranker
2,299,25664,STS+Reranker
2,300,23103,STS+Reranker
3,1,18058,STS+Reranker
3,2,17225,STS+Reranker
3,3,31102,STS+Reranker
3,4,20511,STS+Reranker
3,5,32589,STS+Reranker
3,6,20510,STS+Reranker
3,7,57354,STS+Reranker
3,8,18003,STS+Reranker
3,9,20512,STS+Reranker
3,10,18000,STS+Reranker
3,11,41117,STS+Reranker
3,12,18043,STS+Reranker
3,13,19450,STS+Reranker
3,14,111783,STS+Reranker
3,15,17219,STS+Reranker
3,16,18057,STS+Reranker
3,17,20629,STS+Reranker
3,18,18938,STS+Reranker
3,19,31120,STS+Reranker
3,20,20873,STS+Reranker
3,21,139160,STS+Reranker
3,22,18361,STS+Reranker
3,23,18360,STS+Reranker
3,24,31118,STS+Reranker
3,25,81314,STS+Reranker
3,26,17118,STS+Reranker
3,27,21089,STS+Reranker
3,28,18937,STS+Reranker
3,29,42262,STS+Reranker
3,30,17218,STS+Reranker
3,31,18409,STS+Reranker
3,32,18954,STS+Reranker
3,33,31101,STS+Reranker
3,34,17233,STS+Reranker
3,35,32442,STS+Reranker
3,36,29011,STS+Reranker
3,37,47117,STS+Reranker
3,38,32643,STS+Reranker
3,39,72668,STS+Reranker
3,40,693,STS+Reranker
3,41,22234,STS+Reranker
3,42,11595,STS+Reranker
3,43,18904,STS+Reranker
3,44,17117,STS+Reranker
3,45,17257,STS+Reranker
3,46,32571,STS+Reranker
3,47,34117,STS+Reranker
3,48,17210,STS+Reranker
3,49,18022,STS+Reranker
3,50,18416,STS+Reranker
3,51,28946,STS+Reranker
3,52,34116,STS+Reranker
3,53,31086,STS+Reranker
3,54,17209,STS+Reranker
3,55,18084,STS+Reranker
3,56,31070,STS+Reranker
3,57,15072,STS+Reranker
3,58,14814,STS+Reranker
3,59,19354,STS+Reranker
3,60,21077,STS+Reranker
3,61,17068,STS+Reranker
3,62,28088,STS+Reranker
3,63,18955,STS+Reranker
3,64,49716,STS+Reranker
3,65,13657,STS+Reranker
3,66,59842,STS+Reranker
3,67,18041,STS+Reranker
3,68,27211,STS+Reranker
3,69,19667,STS+Reranker
3,70,18002,STS+Reranker
3,71,31535,STS+Reranker
3,72,18019,STS+Reranker
3,73,22121,STS+Reranker
3,74,16129,STS+Reranker
3,75,28463,STS+Reranker
3,76,17206,STS+Reranker
3,77,31080,STS+Reranker
3,78,18042,STS+Reranker
3,79,32629,STS+Reranker
3,80,17221,STS+Reranker
3,81,34194,STS+Reranker
3,82,34096,STS+Reranker
3,83,19693,STS+Reranker
3,84,18402,STS+Reranker
3,85,18365,STS+Reranker
3,86,39688,STS+Reranker
3,87,24670,STS+Reranker
3,88,39481,STS+Reranker
3,89,17204,STS+Reranker
3,90,18939,STS+Reranker
3,91,32591,STS+Reranker
3,92,35654,STS+Reranker
3,93,17820,STS+Reranker
3,94,15392,STS+Reranker
3,95,20908,STS+Reranker
3,96,20855,STS+Reranker
3,97,16100,STS+Reranker
3,98,38331,STS+Reranker
3,99,14043,STS+Reranker
3,100,18046,STS+Reranker
3,101,20509,STS+Reranker
3,102,31094,STS+Reranker
3,103,21234,STS+Reranker
3,104,21091,STS+Reranker
3,105,17885,STS+Reranker
3,106,32426,STS+Reranker
3,107,18364,STS+Reranker
3,108,14508,STS+Reranker
3,109,16155,STS+Reranker
3,110,16132,STS+Reranker
3,111,21198,STS+Reranker
3,112,18414,STS+Reranker
3,113,31088,STS+Reranker
3,114,31105,STS+Reranker
3,115,31106,STS+Reranker
3,116,31231,STS+Reranker
3,117,20519,STS+Reranker
3,118,15204,STS+Reranker
3,119,12237,STS+Reranker
3,120,15059,STS+Reranker
3,121,32600,STS+Reranker
3,122,41101,STS+Reranker
3,123,33015,STS+Reranker
3,124,15074,STS+Reranker
3,125,18382,STS+Reranker
3,126,15019,STS+Reranker
3,127,31054,STS+Reranker
3,128,18400,STS+Reranker
3,129,17474,STS+Reranker
3,130,32614,STS+Reranker
3,131,28112,STS+Reranker
3,132,15081,STS+Reranker
3,133,16993,STS+Reranker
3,134,16151,STS+Reranker
3,135,16088,STS+Reranker
3,136,16131,STS+Reranker
3,137,16150,STS+Reranker
3,138,39657,STS+Reranker
3,139,15064,STS+Reranker
3,140,70578,STS+Reranker
3,141,15440,STS+Reranker
3,142,17821,STS+Reranker
3,143,55310,STS+Reranker
3,144,34894,STS+Reranker
3,145,32596,STS+Reranker
3,146,20618,STS+Reranker
3,147,29837,STS+Reranker
3,148,102835,STS+Reranker
3,149,33928,STS+Reranker
3,150,18047,STS+Reranker
3,151,33807,STS+Reranker
3,152,26995,STS+Reranker
3,153,31053,STS+Reranker
3,154,32649,STS+Reranker
3,155,18415,STS+Reranker
3,156,26736,STS+Reranker
3,157,18363,STS+Reranker
3,158,15669,STS+Reranker
3,159,18080,STS+Reranker
3,160,22966,STS+Reranker
3,161,15090,STS+Reranker
3,162,15381,STS+Reranker
3,163,39617,STS+Reranker
3,164,18347,STS+Reranker
3,165,31599,STS+Reranker
3,166,21058,STS+Reranker
3,167,16294,STS+Reranker
3,168,5593,STS+Reranker
3,169,34804,STS+Reranker
3,170,23077,STS+Reranker
3,171,19335,STS+Reranker
3,172,23550,STS+Reranker
3,173,23551,STS+Reranker
3,174,34297,STS+Reranker
3,175,31107,STS+Reranker
3,176,18390,STS+Reranker
3,177,14954,STS+Reranker
3,178,14955,STS+Reranker
3,179,16095,STS+Reranker
3,180,14489,STS+Reranker
3,181,31222,STS+Reranker
3,182,32698,STS+Reranker
3,183,18336,STS+Reranker
3,184,34292,STS+Reranker
3,185,31195,STS+Reranker
3,186,32572,STS+Reranker
3,187,33809,STS+Reranker
3,188,18956,STS+Reranker
3,189,22107,STS+Reranker
3,190,31549,STS+Reranker
3,191,13115,STS+Reranker
3,192,21065,STS+Reranker
3,193,18190,STS+Reranker
3,194,14998,STS+Reranker
3,195,14919,STS+Reranker
3,196,18334,STS+Reranker
3,197,21162,STS+Reranker
3,198,57067,STS+Reranker
3,199,140499,STS+Reranker
3,200,9751,STS+Reranker
3,201,21057,STS+Reranker
3,202,20856,STS+Reranker
3,203,31093,STS+Reranker
3,204,31230,STS+Reranker
3,205,13586,STS+Reranker
3,206,20901,STS+Reranker
3,207,15394,STS+Reranker
3,208,21811,STS+Reranker
3,209,18232,STS+Reranker
3,210,29863,STS+Reranker
3,211,32607,STS+Reranker
3,212,49529,STS+Reranker
3,213,35472,STS+Reranker
3,214,31197,STS+Reranker
3,215,32414,STS+Reranker
3,216,78035,STS+Reranker
3,217,21101,STS+Reranker
3,218,15096,STS+Reranker
3,219,19393,STS+Reranker
3,220,15416,STS+Reranker
3,221,18005,STS+Reranker
3,222,15063,STS+Reranker
3,223,99524,STS+Reranker
3,224,17331,STS+Reranker
3,225,14501,STS+Reranker
3,226,19736,STS+Reranker
3,227,31122,STS+Reranker
3,228,17476,STS+Reranker
3,229,29620,STS+Reranker
3,230,61415,STS+Reranker
3,231,52040,STS+Reranker
3,232,18025,STS+Reranker
3,233,31110,STS+Reranker
3,234,22967,STS+Reranker
3,235,18367,STS+Reranker
3,236,18004,STS+Reranker
3,237,31598,STS+Reranker
3,238,15015,STS+Reranker
3,239,20835,STS+Reranker
3,240,18079,STS+Reranker
3,241,32593,STS+Reranker
3,242,3044,STS+Reranker
3,243,22818,STS+Reranker
3,244,19394,STS+Reranker
3,245,13677,STS+Reranker
3,246,29899,STS+Reranker
3,247,22782,STS+Reranker
3,248,42821,STS+Reranker
3,249,32926,STS+Reranker
3,250,33911,STS+Reranker
3,251,21100,STS+Reranker
3,252,18208,STS+Reranker
3,253,21070,STS+Reranker
3,254,21228,STS+Reranker
3,255,15796,STS+Reranker
3,256,19703,STS+Reranker
3,257,21226,STS+Reranker
3,258,17312,STS+Reranker
3,259,66088,STS+Reranker
3,260,93014,STS+Reranker
3,261,22118,STS+Reranker
3,262,132572,STS+Reranker
3,263,29584,STS+Reranker
3,264,31125,STS+Reranker
3,265,31108,STS+Reranker
3,266,96444,STS+Reranker
3,267,123642,STS+Reranker
3,268,145171,STS+Reranker
3,269,61974,STS+Reranker
3,270,34217,STS+Reranker
3,271,30301,STS+Reranker
3,272,18064,STS+Reranker
3,273,34142,STS+Reranker
3,274,29561,STS+Reranker
3,275,18384,STS+Reranker
3,276,6558,STS+Reranker
3,277,23569,STS+Reranker
3,278,22827,STS+Reranker
3,279,21225,STS+Reranker
3,280,31095,STS+Reranker
3,281,31096,STS+Reranker
3,282,15411,STS+Reranker
3,283,114304,STS+Reranker
3,284,22191,STS+Reranker
3,285,35244,STS+Reranker
3,286,22336,STS+Reranker
3,287,18950,STS+Reranker
3,288,17096,STS+Reranker
3,289,9651,STS+Reranker
3,290,34023,STS+Reranker
3,291,33803,STS+Reranker
3,292,22119,STS+Reranker
3,293,32964,STS+Reranker
3,294,17379,STS+Reranker
3,295,29581,STS+Reranker
3,296,20306,STS+Reranker
3,297,78684,STS+Reranker
3,298,18389,STS+Reranker
3,299,20558,STS+Reranker
3,300,42265,STS+Reranker
4,1,16895,STS+Reranker
4,2,45015,STS+Reranker
4,3,14526,STS+Reranker
4,4,62306,STS+Reranker
4,5,50537,STS+Reranker
4,6,21201,STS+Reranker
4,7,15092,STS+Reranker
4,8,20561,STS+Reranker
4,9,110879,STS+Reranker
4,10,4230,STS+Reranker
4,11,20840,STS+Reranker
4,12,22168,STS+Reranker
4,13,20500,STS+Reranker
4,14,16978,STS+Reranker
4,15,20562,STS+Reranker
4,16,47240,STS+Reranker
4,17,21564,STS+Reranker
4,18,32954,STS+Reranker
4,19,117961,STS+Reranker
4,20,40942,STS+Reranker
4,21,15076,STS+Reranker
4,22,21200,STS+Reranker
4,23,15078,STS+Reranker
4,24,22813,STS+Reranker
4,25,14558,STS+Reranker
4,26,4324,STS+Reranker
4,27,43878,STS+Reranker
4,28,14562,STS+Reranker
4,29,31516,STS+Reranker
4,30,21167,STS+Reranker
